class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,34242,,0,,0,0,0,0,0,0,2556,333778,1633624,521792,6878,0,1320838,0,0,0,0,0,1982944,1504982,739356,413564,0,0,0,0,0,0,0,0,0,0,0,44994,916970,1374658,162006,0,4370,2298,4698,10470,1143650,1322102,11040,0,0,0,1022950,262842,154790,121660,105218,124776,242936,387114,75812,530,2722928,90,80,888,222,1320838,52492,358112,375060,346560,319020,,,,,,,65080,34242.14,2722928,2722928,2676070,19672,110178,24752,295760,2498628,1209600,0,,,,2132490.24,0,361920,,,0,0,0,58756,1000842,1188264,230324,17368,2954,120,,0,2722928,,4094,440,99298,174580,250166,1761154,203740,5148,8,0,,,,,,,,,,1786,70,0,0,0,0,0,0,0,0,39370,27332,4660,0,0,79860,11386,2197420,452296,0,0,0,0,4242140,,,375958,566858,395114,174978,345280,339368,164692,65658,70018,704,0,0
neg,30914,,880,798,0,0,0,0,0,0,210,186252,1060756,869386,67308,11024,995962,10850,0,0,0,0,1610858,1039480,879948,510402,0,0,4850,0,2278,360,0,0,0,0,0,68,365848,1819252,9768,0,2062,1096,1638,194834,1509036,486062,208,0,0,0,763268,507320,239600,152480,103710,78788,126070,223182,518,0,2491156,30,24,186,12,995962,43248,360722,512394,402660,459160,,,,,,,13120,30913.69,2491156,2491156,2479628,15068,16146,2742,67120,2194936,1209600,58208,0,42,0,1863773.76,0,329581.44,0,0,0,0,0,49628,421324,922860,734436,59754,6430,504,428,438,2491156,,3796,510,67540,153936,158646,1537284,263432,9548,242,2,1242,1020,1140618,31382,0,260,0,8,1878092,1932,222,0,0,0,0,0,0,0,0,29136,11534,2140,0,0,50064,9378,2694400,437984,0,0,0,0,913690,1012.2,1062,340618,451930,291016,160690,411274,270632,96654,48974,108808,14340,0,0
neg,3438,,46,46,0,0,0,0,0,1286,58638,213386,31572,234,0,0,154936,0,238,0,2196,3146,329084,279306,171956,33054,0,0,0,0,56,300,0,0,0,0,0,0,80,201856,103180,0,1124,670,752,844,5876,295848,2,0,0,0,120804,92506,34014,18376,11122,8152,7026,13088,28,0,503430,152,326,264,0,154936,3896,116058,55360,,,,,,,,,170480,3438.49,503430,503430,500578,1320,6,48898,501800,305116,1209600,10870,0,10,0,208199.04,44008.32,51682.56,0,224,0,0,19902,204452,62580,14220,3064,814,84,0,50,58,503430,,2112,194,9538,47584,11834,80036,143976,9696,146,0,46,646,212096,69016,0,4036,0,0,213110,620,146,0,0,120,142964,0,0,0,0,2270,900,234,0,0,11372,1738,4220,672,0,0,0,0,0,487.12,446,100714,48630,29444,15970,33852,12538,16810,45898,1260,0,0,0
neg,5058,,478,,0,0,0,0,0,0,484,29888,555338,277996,4454,0,382648,0,0,0,0,0,715504,536968,280496,147916,0,0,23562,0,1922,202,0,0,0,0,0,0,75490,792670,0,0,1138,678,1102,80004,525092,258384,1760,2,0,0,470200,158166,60072,51426,44384,31984,24136,27760,32,0,996348,0,400,166,0,382648,14148,134486,143802,,,,,,,,,276820,5058.14,996348,996348,997134,4175,28440,97450,992780,868160,1209600,0,,,,616074.24,0,250651.2,0,0,0,0,0,1462,106852,337438,353988,63262,4736,422,,412,996348,,2238,296,29356,169464,49022,320386,287936,8944,518,0,,,,,,,,,,1396,216,0,0,0,0,0,0,0,0,9432,706,102,0,0,14048,1664,2569440,316038,0,0,0,0,410340,613.7,668,256602,441786,134968,28870,4682,1242,10,0,0,0,0,0
neg,1722,,16,16,0,0,0,0,0,0,136,12152,76742,16756,0,0,45652,0,0,0,0,0,103284,91186,28668,8620,0,0,0,0,18,12,0,0,0,0,0,9876,78166,3538,14206,0,144,62,64,76,8248,97184,8,0,0,0,46498,43212,10644,4122,1042,220,48,0,0,0,131980,6,10,118,0,45652,1354,21722,6912,,,,,,,,,28380,1721.11,131980,131980,138518,355,0,12982,131560,105786,1209600,2654,2,2,0,91160.64,0,14505.6,0,0,0,0,0,10188,30382,64374,474,238,130,0,4,14,131980,,224,22,2930,2450,5534,69768,23478,1334,46,0,20,64,92032,40422,0,2,0,14,92054,116,26,0,0,0,0,0,0,0,0,778,346,224,0,0,1600,558,10680,1088,0,0,0,0,721140,103.56,72,15336,10236,7074,4534,19454,48920,204,14,14,0,0,0
neg,67968,,2130706432,618,0,0,0,0,0,0,664,948756,2801194,426364,8576,0,1988970,0,0,0,0,0,4073104,3842738,468572,173374,0,0,0,0,370,90,0,0,0,0,0,264930,2861844,879798,178982,0,1540,274,582,936,26336,4148520,7366,0,0,0,1321052,690758,400932,404362,441258,549742,377030,420,0,0,4542080,0,166,92,6,1988970,24790,334426,133130,107240,149320,125540,,,,,,81000,67968.32,4542080,4542080,4514182,23149,860,87670,907260,4185554,1209600,144404,2,104,0,3853453.44,0,328830.72,0,578,0,0,0,20710,1428250,2020914,646840,52520,13652,2668,8,24,4542080,,4798,652,20948,193152,123006,2880824,946372,15802,0,0,1724,260,3863830,36082,0,25396,302,10,3883178,2184,304,0,0,0,0,0,0,0,0,15636,85798,30714,0,0,109024,15480,5364900,570594,0,0,0,0,890320,1154.54,1352,349298,734798,746330,361890,631184,455032,321970,220318,353998,10736,0,0
neg,40284,,2756,2538,0,0,0,0,0,0,262,22652,2043556,919978,66826,128,1485982,0,148,0,0,0,2780698,2513048,499790,211736,0,0,0,0,872,342,0,0,0,0,0,6260,165308,1064772,1817062,0,3830,656,1460,183866,2454782,408766,42,0,0,0,1251052,535782,263496,192006,180340,209584,419000,2142,0,0,3281132,0,1640,500,14,1485982,41960,266212,232436,174980,233100,,,,,,,86560,40283.14,3281132,3281132,3276976,15001,3292,82390,855860,3053402,1209600,118106,0,132,0,2219094.72,0,832702.08,0,0,0,0,0,3676,405064,1868324,714564,53796,7274,704,62,72,3281132,,5436,486,1816,433654,428150,1819960,360462,3436,2,0,3942,830,2165514,275110,114,718,0,0,2245404,2536,240,0,0,0,0,0,0,0,0,19008,27686,5810,0,0,57810,12032,206940,26540,0,0,0,0,5378250,2062.5,1146,860692,554542,250054,101878,280838,252398,143654,147590,360102,101654,0,0
neg,14,0,8,6,0,0,0,0,0,0,36,20148,26024,140,0,0,18012,0,68,0,0,0,45440,31772,39086,4110,0,0,0,0,28,14,0,0,0,0,0,0,0,2782,43566,0,1638,102,362,1474,3606,39140,26,0,0,0,44532,724,76,68,244,478,64,130,22,10,84658,4,16,0,0,18012,756,23300,15364,,,,,,,,,38180,14.54,84658,84658,80034,76,0,7768,83580,46474,1209600,754,0,12,0,3942.72,22892.16,18415.68,6,62,0,0,0,11428,30496,4208,196,20,0,0,0,4,84658,0,1490,58,84,8882,9896,15632,9624,648,34,0,10,14,3892,140,0,0,0,0,8128,274,102,0,0,230,23000,0,0,0,0,854,0,0,1464,278,18,16,220,22,56354,34,0,0,0,309.64,180,43338,2774,40,18,42,48,30,58,0,0,0,0
neg,43962,,816,690,0,0,0,0,0,0,2680,384448,1956286,710608,82066,9434,1704142,507694,0,0,0,0,2319622,1720998,1483806,503810,0,0,0,0,3158,902,0,0,0,0,0,247420,1762100,841252,294750,0,2376,1338,3458,710488,1946736,481112,14,0,0,0,1234202,540680,198714,144954,115256,107858,168834,634370,654,0,3804100,122,200,924,8,1704142,78328,784154,696004,398960,430900,572600,,,,,,73080,43962.67,3804100,3804100,3470612,24687,8166,100164,166540,3145522,1209600,124368,0,124,0,2566151.04,0,577008,0,0,0,0,0,41580,592846,1772592,686688,42774,7828,1214,3114,3156,3804100,,4902,638,100956,362358,164574,1605048,876558,30112,376,0,1378,2976,2429116,84460,82,142440,0,0,2587980,2868,358,0,0,0,0,0,0,0,0,60098,48932,7838,0,0,102688,18950,174120,71898,0,0,0,0,4949660,1343.62,1468,603316,594826,441412,195838,375900,313734,193986,131114,280828,14568,0,0
neg,4858,0,138,,0,0,0,0,0,21536,245978,180934,37968,0,0,0,216634,0,0,0,15430,24004,460940,436506,160798,12886,0,0,0,0,130,104,0,0,0,0,0,0,0,163106,323310,0,5034,1200,2056,7226,4618,377066,82464,6752,0,0,302852,52172,59722,34508,14740,7846,6736,5882,1634,324,637544,6,162,230,0,216634,3812,121252,38104,,,,,,,,,157740,4857.41,637544,637544,623646,1922,0,62072,634200,487324,1209600,6174,,,,236405.76,0,248851.2,22,452,0,2950,64290,116626,126078,81216,90316,4872,52,16,,60,637544,0,2898,374,8536,69350,78280,84054,233846,8990,88,0,,,,,,,,,,856,366,0,0,0,0,0,0,0,0,3304,652,146,0,0,4694,950,0,0,268,482,0,0,3857440,1581.16,714,252574,32026,13042,6444,12460,17186,15336,136014,1334,0,0,0
neg,33706,,2130706432,314,0,0,0,0,0,0,17032,338378,1192228,506564,20656,568,909720,0,0,0,0,0,1854508,1626218,298032,198682,0,0,0,0,480,88,0,0,0,0,0,33948,598256,1403690,39532,0,1488,1788,2764,13098,1743440,312646,196,2,2,2,377668,600788,166360,125110,102148,101750,171802,425628,4172,0,2152802,8,190,42,54,909720,23342,153748,143642,183920,,,,,,,,110940,33706.36,2152802,2152802,2150972,18147,1690,91996,939880,2075426,1209600,69768,4,68,0,1891636.8,0,182626.56,0,0,0,0,0,95602,641794,1152258,173426,9688,2402,256,8,12,2152802,,2326,306,67804,73618,72734,1576406,272178,10014,40,0,432,382,1704096,58102,0,2,0,24,1915876,1302,60,0,0,0,0,0,0,0,0,12560,33654,11482,0,0,52210,8112,6560620,704904,1286126,1324,0,0,255710,681.28,670,194136,388610,275170,135006,331728,353224,182354,88662,123438,3098,0,0
neg,34958,,0,,0,0,0,0,0,0,1724,275732,1886822,439948,7096,0,1192352,0,264,,0,0,2350566,2095332,359740,201718,0,0,0,0,0,0,0,0,0,0,0,13948,880080,1548170,169124,0,4032,2686,2524,5518,1311580,1284924,58,0,0,0,1156654,351838,219670,183042,173542,208298,257904,60054,320,0,2710736,196,722,430,42,1192352,28894,171916,186242,139060,174300,0,0,0,0,0,0,40840,34957.22,2710736,2710736,,16624,79796,,285380,,1209600,0,,,,2333780.16,0,273914.88,,,0,0,0,30532,1085274,1306864,161506,23710,3408,28,,0,2710736,,3342,424,105226,135010,239324,2020960,105030,2004,2,0,,,,,,,,,,1694,104,,,,,,,,,16812,38604,6498,0,0,89042,11016,7837800,950142,0,0,0,0,,,,287890,691594,473018,244458,499060,288868,86244,30704,9486,0,0,0
neg,14,0,32,24,2,2,0,0,0,0,384,4914,6314,1548,0,0,4842,0,0,0,0,0,11974,8038,8296,1494,0,0,0,0,44,6,0,0,0,0,0,0,0,6950,6210,0,110,8,6,330,646,510,11550,0,0,0,11606,516,110,184,104,390,206,44,0,0,20280,2,2,0,0,4842,228,4356,3892,,,,,,,,,8140,14.93,20280,20280,30112,38,48,1860,20100,13226,1209600,476,2,4,0,2630.4,0,9575.04,0,26,0,0,364,1146,8550,3100,0,0,0,0,14,14,20280,0,1038,8,36,266,4976,6422,408,6,0,0,36,14,3224,40,0,0,0,0,3326,70,48,0,0,0,0,0,0,0,0,230,0,0,0,0,60,26,6120,614,0,8,0,0,0,1.28,56,10700,2048,256,42,62,36,16,0,0,0,0,0
neg,82,,30,30,0,0,0,0,0,0,346,13786,25618,34078,270,0,20880,0,0,0,0,0,79922,65812,16714,5380,0,0,0,0,90,46,0,0,0,0,0,0,41002,18344,14748,0,520,1808,3464,2506,27236,38542,18,0,0,0,69036,3682,726,332,132,78,100,8,0,0,96800,4,14,176,2,20880,1274,4320,12294,,,,,,,,,15680,81.39,96800,96800,97180,115,0,8988,95380,74114,1209600,2584,2,24,0,17590.08,3873.6,51366.72,0,0,0,0,0,7398,26662,25428,14518,64,24,0,14,18,96800,,752,90,162,8008,6224,22288,28168,7870,522,10,34,224,26266,822,0,188,0,60,26936,270,84,0,0,200,4000,0,0,0,0,1136,60,12,0,0,334,68,3540,352,50518,70,0,0,0,282.72,294,57014,15144,836,474,580,48,0,0,0,0,0,0
neg,1250,0,2130706432,180,0,0,0,0,0,0,1308,90762,51558,10146,348,0,56554,0,0,0,0,0,170428,154550,89958,4700,0,0,0,0,14,16,0,0,0,0,0,0,0,9536,144586,0,1506,644,676,4946,4150,141950,250,0,0,0,100722,16134,14080,9442,5186,4944,2922,692,0,0,260542,14,20,160,0,56554,1866,69884,18716,,,,,,,,,88020,1249.69,260542,260542,263352,491,0,25446,258540,155810,1209600,2610,2,24,0,68852.16,0,83356.8,30,242,0,0,0,6000,56402,59948,20686,9908,1156,22,0,46,260542,0,4110,128,532,20906,21958,39858,63652,2958,20,0,74,30,72254,34140,0,162,0,0,72256,480,258,0,0,0,0,0,0,0,0,1672,48,18,20592,7592,1136,354,42380,4232,62902,48,0,0,249690,4.96,330,88574,13594,6864,2358,5134,2558,5378,29604,58,0,0,0
neg,40232,,632,544,0,0,0,0,0,4236,104032,229312,1651274,1011018,50514,2458,1451872,0,0,0,2132,3050,2615222,2200282,646720,341372,0,0,0,0,2128,218,0,0,0,0,0,32566,377602,871920,1770756,0,4852,2306,1512,2244,34290,3005670,1970,0,0,0,1162484,723408,398764,286420,197202,126364,90652,67130,420,0,3264760,172,258,798,6,1451872,56654,274274,369732,261980,205160,,,,,,,172260,40232.76,3264760,3264760,3260742,17478,5924,79332,837240,3052844,1209600,111232,0,138,0,2456653.44,0,592358.4,0,1012,0,1216,28246,217680,634002,1697194,448442,22772,3222,70,0,6,3264760,,6240,520,10258,332752,187790,1602160,901838,11150,136,0,820,694,2400888,146336,0,56,0,0,2494644,2454,130,0,0,0,0,0,0,0,0,30820,28108,6542,0,0,101736,23018,326060,45664,0,0,0,0,232770,1318.94,1454,614266,618872,377190,193528,448664,393662,237040,101866,64058,3698,0,0
neg,1485284,,,,,,0,0,0,0,757402,28502218,54334450,12099156,160698,2460,38603410,29658,1406,,598,1356,71357638,54559168,36258872,16155522,,0,28454,0,,,0,0,0,0,0,1119674,79410290,12405932,2920488,0,158614,144604,315104,619300,27482680,66854382,281534,158,8,0,38832602,14918176,6753080,5175842,4441906,5290568,14613752,5829226,1232,0,107638470,,,,,38603410,1753078,15042890,21100038,514060,514820,556180,490180,469080,468260,512520,530500,393200,1485284.48,107638470,107638470,100021452,656820,,,915460,95856384,1209600,,,,,83151605.76,0,12643608,0,0,0,0,37718,7333260,45116228,36202552,5958962,1003846,198526,5292,,,107638470,,102642,20590,5934008,5031322,11014356,69165404,4478856,109186,20,0,,,,,,,,,,,,,,,,,,,,1219078,,,,,,,,,,,,,,41800.24,50296,13315562,15332676,10821298,5455302,12592216,13685154,17056472,6943282,654370,52,,
neg,1018,,36,,0,0,0,0,0,0,32262,57656,38614,180,0,0,47980,0,0,0,1718,3348,122914,107560,32594,7380,0,0,0,0,0,0,0,0,0,0,0,0,8520,99140,21052,0,502,198,280,288,11126,116316,2,0,0,0,73682,32652,10784,4428,2310,1158,2686,1008,4,0,157390,36,26,72,0,47980,1958,16680,15734,,,,,,,,,31560,1017.7,157390,157390,161584,429,9712,15040,156120,128712,1209600,0,,,,75153.6,18259.2,27824.64,0,64,0,0,6110,63830,39542,16838,2120,218,54,0,,16,157390,,7784,96,796,7308,11222,36478,59566,5202,260,0,,,,,,,,,,312,76,0,0,50,18310,0,0,0,0,1250,176,26,0,0,3502,600,251620,32508,112640,224,0,0,17710,299.66,280,55146,25256,17086,8076,10662,6622,4904,960,0,0,0,0
neg,1806,0,22,22,0,0,0,0,0,0,11326,83878,93628,12216,0,0,91502,0,0,0,3030,5754,234910,219106,69458,10212,0,0,0,0,34,82,0,0,0,0,0,0,0,2906,198142,0,2422,752,872,800,1046,43622,147976,3558,0,0,129702,40278,17028,5636,4082,2498,1260,518,46,0,307524,50,54,52,0,91502,1942,47472,21716,,,,,,,,,68280,1806.64,307524,307524,303880,593,212,30162,306180,201282,1209600,3224,2,20,0,94503.36,0,105335.04,90,206,0,0,10884,14018,112664,57878,5334,226,44,0,8,12,307524,0,1922,152,8160,25850,9030,99702,53814,2390,28,0,18,254,98518,53048,0,10,0,0,98896,572,264,0,0,0,0,0,0,0,0,1410,232,40,0,0,2240,352,1720,408,0,0,0,0,806630,442.36,398,107990,18230,5156,2064,5562,5208,21646,34996,196,0,0,0
