class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,35586,,718,640,0,0,0,0,0,0,584,76248,1745870,849130,87678,3414,1175066,0,0,0,0,0,2580838,2321654,460354,209556,0,0,0,0,456,284,0,0,0,0,0,8136,355008,351124,2048656,0,1908,936,1262,87786,2258752,412270,10,0,0,0,1105962,514782,255060,218916,188668,174522,290726,14288,0,0,3041648,82,32,222,8,1175066,27436,259998,199642,159000,178460,,,,,,,118480,35585.78,3041648,3041648,3037226,16660,2860,59094,616880,2762924,1209600,88240,2,74,0,2017620.48,0,743573.76,0,0,0,0,0,20104,531634,1640746,538486,28992,2918,44,18,24,3041648,,3722,348,41384,524320,201352,1621340,365918,4498,42,0,1046,676,2032082,132,0,46,0,30,2050144,1984,232,0,0,0,0,0,0,0,0,13390,30908,6154,0,0,78800,14516,47940,21222,0,0,0,0,0,867.34,982,759874,438540,276368,149028,298296,244748,216726,165442,212892,1010,0,0
neg,28116,,324,308,0,0,0,0,0,0,2820,0,1883404,1125444,33050,0,1138132,0,66,0,0,0,2930548,2653800,462376,226252,0,0,0,0,1978,560,0,0,0,0,0,6370,148906,778442,2111000,0,1790,370,1116,217868,2304492,519046,36,0,0,0,1508640,624142,252248,178736,163064,162814,154922,152,0,0,3393534,0,2110,200,196,1138132,31978,222814,238744,139880,206500,,,,,,,109340,28116.56,3393534,3393534,3395374,10911,3458,93376,967620,3044718,1209600,144430,2,162,0,2177469.12,0,863971.2,0,0,0,0,0,0,245934,1542528,1173070,69976,12720,490,4,10,3393534,,5228,658,11096,651766,319326,1876122,177714,2808,0,0,450,1666,2014018,214638,482,206,0,48,2226028,3126,166,0,0,0,0,0,0,0,0,16060,31472,4916,0,0,103370,13632,1038240,107100,0,0,0,0,5154780,1205.78,1512,893234,958694,288766,133092,224548,338894,87112,56276,63932,170,0,0
neg,59582,,2130706438,2340,0,0,0,0,0,0,160,33936,1619840,3234850,434796,42560,2136184,0,0,0,0,0,4501404,3736942,1008506,670810,0,0,5622,0,8364,924,0,0,0,0,0,2364,100624,1001620,4261534,0,7014,3376,4214,889210,3814488,647820,18,2,0,0,2157892,1092268,502170,310572,210854,180906,314788,596692,0,0,5510766,38,58,302,120,2136184,76658,351612,648874,229620,212500,205880,220040,,,,,128860,59582.8,5510766,5510766,5508204,34901,288,60158,661960,5366142,1209600,243474,2,138,0,4064295.36,0,1295971.2,0,0,0,0,0,6748,226656,2011824,2919098,184260,16164,1392,5364,5454,5510766,,9360,1052,242380,746522,423938,3480132,442852,19666,240,0,3966,2058,4116452,450,0,678,0,32,4147922,5278,1482,0,0,0,0,0,0,0,0,39386,56634,21556,0,0,171080,33510,14426060,1444512,0,0,0,0,0,2178.6,2178,1344086,1226010,676166,403580,1342034,242184,80058,34024,18000,0,0,0
neg,20742,,296,226,0,0,0,0,0,0,3556,432734,1031008,114520,668,0,684362,0,0,0,0,0,1368918,1132230,387080,191114,0,0,0,0,144,272,0,0,0,0,0,2806,1194860,384820,0,0,1298,336,480,8334,875076,694742,2220,0,0,0,788158,338496,164402,108296,81826,74222,27086,0,0,0,1756536,0,16,62,10,684362,24054,196438,188520,250240,,,,,,,,132160,20741.09,1756536,1756536,1741738,7109,98,50346,542200,1582486,1209600,45998,0,108,0,1250500.8,0,330566.4,0,0,0,0,266,96798,777474,637120,60706,7278,2650,194,2,6,1756536,,3238,1720,15868,171568,101968,835108,432718,19988,310,0,252,602,1264792,1290,0,140,0,26,1274608,1594,202,0,0,0,0,0,0,0,0,12184,9154,3344,0,0,62248,13448,39080,6148,0,0,0,0,19741090,929.38,958,354542,268504,123242,76044,302454,448254,9310,136,0,0,0,0
neg,41186,,2130706432,296,0,0,0,0,0,0,20304,542586,1244272,622170,31830,1098,1030784,0,0,0,0,0,2155084,1778660,495562,321046,0,0,0,0,696,204,0,0,0,0,0,43952,1045612,1259842,112854,0,1776,1362,1122,35166,1707050,715646,138,0,0,0,706076,621110,208722,151218,113132,91380,129998,430618,10006,0,2651082,54,54,1320,26,1030784,33458,278680,216006,225440,215000,,,,,,,50260,41186.13,2651082,2651082,2645840,18806,518,19560,225600,2462260,1209600,77214,2,62,0,2181929.28,0,278345.28,0,0,0,0,0,150288,834508,1092920,364792,16248,3358,146,224,230,2651082,,3654,466,62156,145494,88112,1160428,970398,31404,148,0,530,592,2199012,583926,0,54,0,24,2209516,1574,242,0,0,0,0,0,0,0,0,20254,23994,9530,0,0,62812,10518,5149700,520580,0,0,0,0,40186070,925,1056,297046,444822,288228,134866,249606,192586,174496,156444,498712,25454,0,0
neg,40272,,284,258,0,0,0,0,0,0,2286,391350,1464610,381192,6094,0,1199680,0,0,0,0,0,2105198,1912592,305186,149904,0,0,0,0,740,292,0,0,0,0,318,80540,1282302,644784,237588,0,2644,520,1034,204946,1885010,151370,8,0,0,0,657976,347022,192070,167268,158792,157496,533550,31358,0,0,2410896,0,50,138,20,1199680,28550,188282,116348,175020,,,,,,,,125880,40272,2410896,2410896,2420070,15003,266612,116984,1196600,2245532,1209600,76108,0,114,0,1971546.24,0,270710.4,0,0,0,0,0,16874,556138,1198358,439456,27956,5748,1002,778,784,2410896,,4748,406,5194,165164,79862,1171652,804876,13622,8,0,416,716,1661974,47198,68,1034,0,0,1992084,1870,266,0,0,0,0,0,0,0,0,14224,44576,7490,0,0,59654,18306,307700,205166,0,0,0,0,666860,921.36,1032,290166,303118,252770,123190,220570,203462,137022,109340,441370,164524,0,0
neg,60946,,0,,0,0,0,0,0,0,6766,525358,3389572,818300,5270,0,2068140,0,116,0,0,0,4201352,3678342,963534,391886,0,0,0,0,0,0,0,0,0,0,0,466528,2777610,1108460,392668,0,4992,3830,4422,10436,2017752,2703790,42,2,0,0,2637034,636392,366036,227832,234674,347912,272956,22430,0,0,5166488,0,24,56,334,2068140,69314,538420,411642,214880,212920,276040,196100,1310700,1310700,1310700,1310700,43040,60945.12,5166488,5166488,5080192,21387,530802,22712,306780,4745266,1209600,0,,,,4063158.72,0,672386.88,,,0,0,0,50350,1685762,2629602,336736,35472,7114,230,,0,5166488,,5404,980,111110,472134,341856,3432190,374946,6632,14,0,,,,,,,,,,4320,344,0,0,0,0,0,0,0,0,37916,86162,13366,0,0,201872,28854,10641600,1299012,0,0,0,0,1136680,,,714688,1160236,796160,470824,884686,442240,227424,45152,3856,0,0,0
pos,363236,,0,,0,0,0,0,0,0,69132,2520154,16741600,5866564,41922,0,12909026,0,0,0,1432,2900,22579488,19877876,5585684,2199624,0,0,0,0,0,0,0,0,0,0,126,275756,7530878,14273586,3159026,0,55914,108528,146826,206270,15439756,9277584,4488,4,2,0,11132472,3570662,2056370,1651364,1409602,1415570,2401928,1600850,554,0,28171068,3642,956,18492,1406,12909026,331322,3411958,2143038,281900,246260,240940,268420,215460,233120,232480,178920,68220,363235.76,28171068,28171068,27831240,154510,5649882,118506,290080,25239372,1209600,0,,,,20135212.8,0,5078874.24,0,0,0,0,9952,847528,9935420,12673698,1670526,89632,12536,80,,0,28171068,,18638,4172,848814,2449444,2178134,17938962,1775606,25600,2,0,,,,,,,,,,11686,500,0,0,0,10,0,0,0,0,195102,319774,71132,0,0,894074,144350,16202420,8005250,0,0,0,0,36759980,7855.2,9850,5234478,3944884,2728768,1493492,3079220,2676072,2309814,1557032,2146764,68848,0,0
neg,17202,,0,802,0,0,0,0,0,0,160,67286,685976,478958,35108,6412,531746,0,0,0,0,0,1152934,1005336,199246,126698,0,0,0,0,0,0,0,0,0,0,0,7340,279132,972758,14670,0,1554,778,912,64304,900282,305954,116,0,0,0,491384,284764,96868,70116,54632,49156,87096,139884,0,0,1352420,0,0,0,0,531746,14824,90170,107942,174060,,,,,,,,22800,17202.62,1352420,1352420,1359710,8372,0,12928,140480,1273900,1209600,0,2,48,0,1051021.44,0,221999.04,0,0,0,0,0,11072,247136,769432,231726,12650,1786,98,76,0,1352420,,1898,228,63642,83796,74508,778368,262118,9322,20,0,1232,962,1043560,81940,0,3932,0,100,1060584,0,0,0,0,0,0,0,0,0,0,7830,0,0,0,0,0,0,0,0,0,0,0,0,0,565.54,520,229996,240120,189494,101310,194116,205790,67054,27470,18398,152,0,0
neg,38276,,1286,1040,0,0,0,0,0,0,2650,408584,1849754,287528,7856,0,1175026,0,0,0,0,0,2369864,2145588,532564,194080,0,0,0,0,398,2530,0,0,0,0,0,13412,1088796,775356,678808,0,2346,1448,1258,17916,1464552,1068816,36,0,0,0,670326,1027782,427448,248686,115954,47364,18424,388,0,0,2902702,488,622,2032,2,1175026,30450,391798,137706,173100,316460,,,,,,,39320,38276.12,2902702,2902702,2898210,11803,9518,46248,479300,2556372,1209600,79196,0,72,0,2344979.52,0,208699.2,0,0,0,0,0,112350,1280092,1051582,104538,6388,1340,82,36,42,2902702,,3454,284,20468,132336,107576,1926484,349244,15896,620,10,1448,6550,1833890,188252,0,2300,0,96,2359144,1196,180,0,0,0,0,0,0,0,0,14602,33268,6898,0,0,70346,12694,3483280,387442,0,0,0,0,1026940,662.26,724,222188,439674,545798,372680,529588,282270,91434,33866,37374,1500,0,0
neg,400,0,2,2,0,0,0,0,0,0,42,30782,9154,0,0,0,16650,0,0,0,0,0,34904,26346,16518,3112,0,0,0,0,16,16,0,0,0,0,0,0,0,1520,38458,0,1514,52,56,60,168,38018,110,0,0,0,23508,10378,2694,1126,1110,586,384,190,2,0,51474,2,4,46,0,16650,738,7544,8576,,,,,,,,,15760,399.38,51474,51474,49500,133,0,4766,50560,40106,1209600,1492,0,12,0,24573.12,2108.16,12173.76,0,22,0,0,0,8400,18420,9908,3122,88,38,2,4,10,51474,0,1446,86,394,2808,2550,8698,21906,2052,38,0,12,62,24818,6464,0,38,0,0,26574,110,110,130,3094,0,0,0,0,0,0,740,60,8,0,0,812,184,500,56,0,0,0,0,0,178.5,140,16062,6976,2908,1172,2142,1658,1518,7542,0,0,0,0
neg,34812,,2130706440,826,0,0,0,0,0,0,414,164230,1800418,343456,12764,0,1022734,0,0,0,0,0,2055494,1698566,435202,255300,0,0,0,0,3474,550,0,0,0,0,0,0,56230,6248,2258804,0,2728,626,2188,11672,1367784,936208,76,0,0,0,671460,447012,489772,431866,144792,51508,32348,52518,6,0,2491796,1090,1892,2194,30,1022734,25170,133404,300110,207340,210720,,,,,,,8220,34811.82,2491796,2491796,2473358,14446,1052,120828,61540,2321282,1209600,50432,2,184,0,1918460.16,32305.92,367391.04,0,0,0,0,0,11916,830980,1254882,198484,21066,3954,0,56,66,2491796,,5460,786,4378,257548,141604,1677332,222730,11396,48,0,1338,1468,1941040,1040982,0,1346,0,46,1953742,2954,500,0,0,610,32648,0,0,0,0,17366,994,442,0,0,41968,6342,6324440,642316,0,0,0,0,1881980,1741.76,2020,422750,369958,168786,77196,159954,551904,474880,73896,21958,0,0,0
neg,41204,,1342,1082,0,0,0,0,0,0,454,378368,2860422,675650,16430,0,1585534,0,0,0,0,0,3190424,2583188,862198,572286,0,0,0,0,1928,1732,0,0,0,0,0,18800,3651590,222950,37984,0,2806,8750,3026,24412,2306908,1585170,252,0,0,0,2172878,777568,309586,203048,154980,168964,144300,0,0,0,4052718,0,50,224,36,1585534,57126,320186,540928,219780,250120,276080,,,,,,113000,41204.16,4052718,4052718,4043508,15783,1228,39632,420740,3931324,1209600,120284,4,94,0,2636371.2,26016,1266899.52,0,0,0,0,0,15276,1369706,2072492,457348,14554,1868,80,6,14,4052718,,2304,344,281852,1034904,189552,1753532,663772,4992,60,12,1170,3830,2627918,41762,0,2232,0,0,2677616,3488,746,0,0,1460,26700,0,0,0,0,28744,29806,5638,0,0,106596,30438,209900,25342,0,0,0,0,1204200,658.46,732,1344280,822728,357386,176562,340358,263696,192756,158502,270266,4790,0,0
neg,60406,,606,466,0,0,0,0,0,0,22300,1202410,2133518,245984,12302,0,1679474,0,0,0,0,0,3096088,2597862,755612,447492,0,0,0,0,496,898,0,0,0,0,0,4882,950288,98298,2563046,0,3904,4132,3436,38990,2516464,1049216,372,0,0,0,957752,886186,582614,464278,312864,294754,118066,0,0,0,3852080,0,12,64,4,1679474,52702,388450,364972,231840,250940,217680,,,,,,49940,60406.86,3852080,3852080,3845852,22377,3110,18410,217380,3616514,1209600,80332,4,96,0,3123399.36,0,491180.16,0,0,0,0,6136,255390,1978306,1197242,165090,11446,2776,128,4,8,3852080,,3576,444,101410,311466,95746,2492814,585524,25312,222,0,684,1520,2064378,29488,0,6102,0,38,3163446,2566,132,0,0,0,0,0,0,0,0,27048,38740,10020,0,0,80932,12480,2485700,291658,0,0,0,0,1617170,1005.1,1032,527106,421840,256496,138230,409202,656740,774350,349986,82512,52,0,0
neg,38108,,636,294,0,0,0,0,0,0,50078,1141122,1220366,287684,8886,150,1372530,0,0,0,0,0,2530070,2298340,330966,147188,0,0,0,0,2894,398,0,0,0,0,0,47124,1344070,1102008,215084,0,3920,434,892,1490,5776,2691140,4634,0,0,0,825542,691174,240524,194796,182584,167360,160670,215992,29362,282,2862140,46,298,50,0,1372530,29612,162460,167172,109540,153480,,,,,,,58180,38107.73,2862140,2862140,2851294,18412,136594,38090,431800,2708286,1209600,78876,0,78,0,2544501.12,0,159581.76,0,462,0,0,1150,334358,1136878,1027578,192006,12856,3222,238,2,14,2862140,,7094,996,23202,80890,66816,1523628,951300,54116,244,0,832,1018,420098,75064,0,22972,0,0,2564842,3026,140,0,0,0,0,0,0,0,0,17088,27534,5136,0,0,83426,10676,8167700,1523164,2800506,37960,0,0,301540,1686.58,2234,182900,763132,502986,262836,497368,352388,92462,35140,18826,248,0,0
neg,38960,,706,522,0,0,0,0,0,0,2020,104792,1703140,511326,37200,0,1085452,0,0,0,0,0,2086612,1822350,539410,229100,0,0,0,0,2088,282,0,0,0,0,0,0,517768,1677432,163278,0,4538,6524,4186,93262,1605404,642626,1934,4,0,0,759852,555292,270610,221346,151586,102086,113278,183964,464,0,2626414,86,14,438,0,1085452,28746,354786,183296,146880,351540,,,,,,,36560,38960.86,2626414,2626414,2478774,15968,280,17820,202700,2358478,1209600,68254,0,102,0,2081930.88,0,273661.44,0,0,0,0,0,16662,711452,1334696,280158,12604,2810,96,108,144,2626414,,4618,464,18134,180744,82772,1233112,817166,21216,252,0,1042,802,2059624,68850,16,3078,0,0,2095076,1832,120,0,0,0,0,0,0,0,0,14544,17944,3624,0,0,63550,12368,33120,6496,0,0,0,0,1251180,783.22,978,288758,489204,282408,116956,240862,326542,260096,159726,182098,11828,0,0
neg,1790,0,2130706432,18,0,0,0,0,0,1274,111552,18740,5464,0,0,0,79478,0,0,0,720,1028,135646,124808,14910,6334,0,0,0,0,0,0,0,0,0,0,0,0,0,896,136134,0,180,84,90,620,520,131068,4468,0,0,0,47484,73226,9014,3736,1450,1130,606,230,68,86,151350,6,8,1940,0,79478,1166,4758,10080,,,,,,,,,14400,1790.87,151350,151350,149968,808,0,14578,150840,139366,1209600,2278,4,20,0,112258.56,11328,14672.64,0,40,0,0,11750,52426,67864,4542,444,4,0,0,8,12,151350,0,1090,22,4940,9448,11308,81660,28542,20,0,0,16,0,115266,76808,0,28,0,0,116654,212,48,1150,15984,0,0,0,0,0,0,844,60,18,16072,5570,1070,214,40840,4094,9176,12,0,10,790890,1.62,118,27346,10924,34160,44736,19098,576,174,16,0,0,0,0
neg,7184,0,2130706432,96,0,0,0,0,0,40962,289076,202218,20452,3440,0,0,180340,0,0,0,31048,45928,430676,420060,176830,25826,0,0,0,0,44,4,0,0,0,0,0,0,0,367344,188804,0,1122,4160,4340,4698,594,492994,33352,14888,0,0,253682,142148,58020,38328,22676,13634,8396,6082,2906,10276,638708,2,0,4,0,180340,5520,87928,86718,,,,,,,,,174300,7183.82,638708,638708,633636,3258,0,62920,636760,556488,1209600,10828,2,36,0,402576,27272.64,125167.68,46,98,0,2674,67302,188154,202376,48936,31422,15246,38,0,26,20,638708,0,1440,54,26368,89684,74682,356392,7528,0,0,0,112,274,414094,20548,0,24,0,0,415508,374,74,5430,15238,0,0,0,0,0,0,3946,700,282,616514,72624,7018,1398,523680,52364,243378,298,0,0,0,385.32,292,159866,84106,45168,18270,45006,52864,40252,109790,826,0,0,0
